,Player,Nation,Pos,Squad,Comp,Age,MP,G/90,G/Sh,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,SucDribble,Dribble,DribbleComp%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%
669,Ousmane Dembélé,FRA,FW,Barcelona,La Liga,25.0,21,0.06,0.02,0,0,1,819,606,73.99,13,96,13,13.54,19,57,91,62.64,3,0,11,27,0,5,8,38.55
670,Yusuf Demir,AUT,FW,Barcelona,La Liga,18.0,6,0.0,0.0,0,0,0,86,78,90.7,0,1,0,0.0,1,5,10,50.0,0,0,1,4,0,1,2,33.57
671,Merih Demiral,TUR,DF,Atalanta,Serie A,24.0,28,0.05,0.04,0,0,1,805,703,87.33,2,1,0,0.0,25,2,4,50.0,8,0,28,16,0,98,38,72.1
672,Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,28.0,29,0.04,0.0,1,2,1,1398,1070,76.54,4,27,4,14.81,39,29,45,64.44,10,0,37,32,0,13,22,37.25
673,Ermedin Demirovi?,BIH,FWMF,Freiburg,Bundesliga,24.0,31,0.21,0.08,0,0,2,174,112,64.37,3,8,2,25.0,4,10,22,45.45,4,0,30,8,0,20,54,27.0
674,Diego Demme,GER,MF,Napoli,Serie A,30.0,19,0.13,0.5,0,0,1,599,541,90.32,0,6,2,33.33,14,3,4,75.0,4,0,27,11,0,6,4,60.0
675,Jason Denayer,BEL,DF,Lyon,Ligue 1,26.0,15,0.27,0.5,0,0,3,741,700,94.47,0,1,0,0.0,6,1,3,33.33,2,0,8,5,0,18,21,46.15
676,Leander Dendoncker,BEL,MF,Wolves,Premier League,27.0,30,0.09,0.09,0,0,2,810,709,87.53,2,9,0,0.0,24,7,14,50.0,4,0,20,6,0,40,38,51.25
677,Emmanuel Dennis,NGA,FWMF,Watford,Premier League,24.0,33,0.35,0.16,0,0,10,634,430,67.82,6,29,5,17.24,28,73,164,44.51,9,1,69,47,0,59,101,36.92
678,Fabio Depaoli,ITA,MFDF,Sampdoria,Serie A,25.0,6,0.0,0.0,0,0,0,34,23,67.65,0,2,0,0.0,0,2,3,66.67,1,0,8,1,0,1,3,24.92
679,Fabio Depaoli,ITA,DF,Hellas Verona,Serie A,25.0,18,0.13,0.11,0,0,1,291,184,63.23,1,26,5,19.23,5,8,13,61.54,3,0,21,10,0,9,12,42.75
680,Memphis Depay,NED,FW,Barcelona,La Liga,28.0,28,0.58,0.14,4,5,12,963,724,75.18,2,61,10,16.39,7,34,67,50.75,3,0,25,55,0,18,24,42.65
681,Mike van der Hoorn,NED,DF,Arminia,Bundesliga,29.0,1,0.0,0.0,0,0,0,3,2,66.67,0,0,0,,2,0,0,,0,0,0,1,0,1,0,100.0
682,Arthur Desmas,FRA,GK,Clermont Foot,Ligue 1,28.0,15,0.0,0.0,0,0,0,414,297,71.74,0,0,0,,0,0,0,,0,0,0,3,1,0,0,
683,Sergiño Dest,USA,DFFW,Barcelona,La Liga,21.0,21,0.0,0.0,0,0,0,1000,880,88.0,3,56,4,7.14,24,31,59,52.54,2,0,17,27,0,11,14,43.92
684,Mattia Destro,ITA,FW,Genoa,Serie A,31.0,27,0.46,0.16,0,0,9,347,209,60.23,1,5,1,20.0,8,10,29,34.48,4,0,44,34,0,69,129,34.87
685,Gerard Deulofeu,ESP,FWMF,Udinese,Serie A,28.0,34,0.45,0.16,1,1,13,1105,770,69.68,5,89,8,8.99,9,49,112,43.75,9,0,26,34,0,2,31,6.14
686,Kiernan Dewsbury Hall,ENG,MF,Leicester City,Premier League,23.0,28,0.04,0.05,0,0,1,1219,940,77.11,3,50,4,8.0,25,26,45,57.78,4,0,28,41,0,23,26,46.89
687,Jacopo Dezi,ITA,MF,Venezia,Serie A,30.0,1,0.0,0.0,0,0,0,23,20,86.96,0,1,1,100.0,0,1,2,50.0,0,0,0,0,0,1,0,100.0
688,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,33.0,1,0.0,0.0,0,0,0,5,5,100.0,0,0,0,,0,1,1,100.0,1,0,1,2,0,0,1,0.0
689,Federico Di Francesco,ITA,FWMF,Empoli,Serie A,27.0,26,0.33,0.2,0,0,5,384,258,67.19,0,32,1,3.12,10,8,34,23.53,2,0,35,28,0,5,28,15.21
690,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,28.0,33,0.03,0.05,0,0,1,2308,2031,88.0,4,47,10,21.28,43,19,42,45.24,3,0,47,50,0,52,28,64.94
691,Ángel Di María,ARG,FW,Paris S-G,Ligue 1,34.0,26,0.27,0.1,0,0,5,1177,894,75.96,7,65,10,15.38,18,37,61,60.66,2,0,12,16,0,1,1,50.0
692,Francesco Di Mariano,ITA,FW,Venezia,Serie A,26.0,1,0.0,0.0,0,0,0,14,11,78.57,0,2,1,50.0,1,0,2,0.0,0,0,1,1,0,0,1,0.0
693,Francesco Di Tacchio,ITA,MF,Salernitana,Serie A,32.0,18,0.0,0.0,0,0,0,538,435,80.86,0,3,0,0.0,11,5,10,50.0,3,0,30,28,1,18,19,48.5
694,Boulaye Dia,SEN,FW,Villarreal,La Liga,25.0,25,0.35,0.14,0,0,5,257,195,75.88,5,7,0,0.0,9,13,23,56.52,3,0,23,19,0,32,39,45.04
695,Moussa Diaby,FRA,FWMF,Leverkusen,Bundesliga,22.0,32,0.42,0.25,0,1,13,1015,757,74.58,12,87,18,20.69,11,50,122,40.98,10,1,41,30,0,10,28,26.61
696,Yadaly Diaby,FRA,FWMF,Clermont Foot,Ligue 1,21.0,5,0.0,0.0,0,0,0,21,13,61.9,0,0,0,,0,1,1,100.0,1,1,1,1,0,1,1,50.0
697,Mouctar Diakhaby,FRA,DF,Valencia,La Liga,25.0,29,0.0,0.0,0,0,0,701,543,77.46,1,3,1,33.33,32,12,17,70.59,11,0,30,16,2,44,31,58.62
698,Ibrahim Diakité,FRA,MF,Reims,Ligue 1,18.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
699,Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,26.0,12,0.0,0.0,0,0,0,703,628,89.33,1,14,3,21.43,18,15,23,65.22,1,0,12,3,0,15,4,79.08
700,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,26.0,31,0.64,0.18,2,2,11,373,267,71.58,1,8,3,37.5,7,20,41,48.78,2,0,19,27,0,53,64,45.32
701,Ibrahima Diallo,FRA,MF,Southampton,Premier League,23.0,23,0.0,0.0,0,0,0,436,356,81.65,2,7,1,14.29,20,19,26,73.08,1,0,13,17,0,13,15,46.34
702,Mouhamadou Diarra,SEN,MF,Strasbourg,Ligue 1,18.0,4,0.0,0.0,0,0,0,60,51,85.0,0,0,0,,3,3,4,75.0,1,0,2,1,0,1,2,33.2
703,Stéphane Diarra,FRA,FWMF,Lorient,Ligue 1,23.0,15,0.0,0.0,0,0,0,199,143,71.86,0,15,1,6.67,9,15,31,48.39,2,0,6,8,0,2,8,19.77
704,Raphael Dias Belloli,BRA,FWMF,Leeds United,Premier League,25.0,35,0.34,0.08,4,4,11,1279,816,63.8,3,90,9,10.0,25,59,149,39.6,7,0,49,52,0,25,37,40.31
705,Rúben Dias,POR,DF,Manchester City,Premier League,25.0,29,0.07,0.11,0,0,2,2223,2095,94.24,4,5,0,0.0,27,2,5,40.0,5,0,30,10,0,53,36,59.58
706,Krepin Diatta,SEN,MFDF,Monaco,Ligue 1,23.0,8,0.31,0.33,0,0,1,105,82,78.1,0,4,0,0.0,4,6,9,66.67,0,0,3,8,0,9,3,74.93
707,Amadou Diawara,GUI,MF,Roma,Serie A,24.0,4,0.0,0.0,0,0,0,70,55,78.57,0,0,0,,2,1,1,100.0,0,0,6,0,0,2,0,100.0
708,Brahim Díaz,ESP,MF,Milan,Serie A,22.0,31,0.15,0.1,0,0,3,730,616,84.38,3,16,3,18.75,27,40,78,51.28,4,0,24,36,0,8,48,14.34
709,Javier Díaz,ESP,GK,Sevilla,La Liga,25.0,1,0.0,0.0,0,0,0,33,28,84.85,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
710,Luis Díaz,COL,FW,Liverpool,Premier League,25.0,13,0.38,0.11,0,0,4,450,396,88.0,3,22,3,13.64,10,32,48,66.67,0,0,16,21,0,10,28,26.26
711,Víctor Díaz,ESP,DF,Granada,La Liga,33.0,22,0.06,0.08,0,0,1,692,525,75.87,0,9,2,22.22,14,2,5,40.0,5,0,16,6,0,33,36,47.83
712,Daniel Didavi,GER,FWMF,Stuttgart,Bundesliga,32.0,10,0.0,0.0,0,0,0,113,79,69.91,1,5,0,0.0,1,6,9,66.67,1,0,3,6,0,2,7,22.34
713,Bamba Dieng,SEN,FWMF,Marseille,Ligue 1,22.0,25,0.65,0.16,1,1,7,197,145,73.6,1,6,2,33.33,13,5,13,38.46,0,1,14,15,0,17,16,51.48
714,Eric Dier,ENG,DF,Tottenham,Premier League,28.0,35,0.0,0.0,0,0,0,2228,1969,88.38,0,3,1,33.33,13,0,2,0.0,1,0,18,13,1,89,51,63.5
715,Elhadji Dieye,SEN,MFFW,Saint-Étienne,Ligue 1,19.0,5,0.0,0.0,0,0,0,8,4,50.0,0,1,0,0.0,2,1,2,50.0,0,0,1,2,0,1,0,100.0
716,Lucas Digne,FRA,DF,Aston Villa,Premier League,28.0,16,0.0,0.0,0,0,0,823,632,76.79,4,62,16,25.81,10,4,13,30.77,2,0,21,23,0,25,21,54.29
717,Lucas Digne,FRA,DF,Everton,Premier League,28.0,13,0.0,0.0,0,0,0,679,488,71.87,0,34,4,11.76,17,6,12,50.0,4,0,17,11,1,25,14,64.0
718,Virgil van Dijk,NED,DF,Liverpool,Premier League,30.0,34,0.09,0.09,0,0,3,2519,2288,90.83,1,0,0,,12,3,4,75.0,3,0,10,12,0,135,40,77.09
719,Mitchell Dijks,NED,DF,Bologna,Serie A,29.0,16,0.0,0.0,0,0,0,346,265,76.59,2,18,4,22.22,14,14,33,42.42,2,0,9,10,0,8,4,66.67
720,Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,23.0,2,0.0,0.0,0,0,0,35,27,77.14,0,0,0,,1,3,7,42.86,0,0,3,3,0,0,2,0.0
721,Javairô Dilrosun,NED,MFFW,Bordeaux,Ligue 1,23.0,32,0.1,0.05,0,0,2,604,448,74.17,6,25,2,8.0,10,30,57,52.63,3,0,14,36,0,9,8,52.81
722,Federico Dimarco,ITA,DF,Inter,Serie A,24.0,32,0.13,0.05,0,1,2,1211,995,82.16,3,57,16,28.07,12,8,15,53.33,1,0,17,13,0,8,17,31.85
723,Landry Dimata,BEL,FWMF,Espanyol,La Liga,24.0,17,0.0,0.0,0,0,0,99,71,71.72,0,1,0,0.0,2,4,8,50.0,0,0,14,25,0,18,31,36.72
724,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28.0,31,0.0,0.0,0,0,0,955,539,56.44,0,0,0,,0,0,0,,0,0,0,7,0,0,0,
725,Junior Dina Ebimbe,FRA,MF,Paris S-G,Ligue 1,21.0,10,0.0,0.0,0,0,0,214,193,90.19,0,1,0,0.0,6,4,7,57.14,2,0,11,5,0,1,1,50.0
726,Tristan Dingomé,CMR,MFFW,Troyes,Ligue 1,31.0,25,0.17,0.1,0,0,2,535,402,75.14,4,22,5,22.73,12,13,14,92.86,3,0,15,17,0,9,10,47.47
727,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21.0,11,0.0,0.0,0,0,0,470,443,94.26,0,0,0,,4,2,3,66.67,2,0,6,4,1,19,9,67.81
728,Issa Diop,FRA,DF,West Ham,Premier League,25.0,13,0.0,0.0,0,0,0,469,404,86.14,1,1,0,0.0,3,0,0,,0,0,6,5,0,19,20,48.77
729,Sofiane Diop,FRA,MFFW,Monaco,Ligue 1,21.0,30,0.28,0.16,0,0,6,983,727,73.96,4,50,7,14.0,20,50,83,60.24,6,0,27,46,0,18,32,35.93
730,Andy Diouf,FRA,MF,Rennes,Ligue 1,20.0,5,0.0,0.0,0,0,0,7,5,71.43,0,0,0,,1,0,0,,0,0,1,1,0,0,1,0.0
731,Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,24.0,4,0.0,0.0,0,0,0,32,29,90.62,0,0,0,,0,0,0,,0,0,0,1,0,2,0,100.0
732,Axel Disasi,FRA,DF,Monaco,Ligue 1,24.0,32,0.03,0.05,0,0,1,1741,1539,88.4,0,2,1,50.0,27,12,13,92.31,5,0,46,14,0,83,41,66.91
733,Filippo Distefano,ITA,FW,Fiorentina,Serie A,18.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
734,Matías Dituro,ARG,GK,Celta Vigo,La Liga,35.0,38,0.0,0.0,0,0,0,1459,927,63.54,0,0,0,,0,0,0,,1,0,1,3,0,0,0,
735,Tiago Djaló,POR,DF,Lille,Ligue 1,22.0,28,0.04,0.08,0,0,1,1514,1330,87.85,1,6,1,16.67,39,15,21,71.43,4,0,31,24,2,27,30,47.27
736,Djené,TOG,DF,Getafe,La Liga,30.0,35,0.0,0.0,0,0,0,1333,1035,77.64,1,11,2,18.18,36,16,17,94.12,11,1,48,40,0,69,39,63.78
737,Moussa Djenepo,MLI,MF,Southampton,Premier League,23.0,12,0.0,0.0,0,0,0,148,111,75.0,0,6,2,33.33,8,13,27,48.15,3,0,12,11,0,2,7,22.16
738,Koffi Djidji,CIV,DF,Torino,Serie A,29.0,25,0.0,0.0,0,0,0,827,700,84.64,0,11,2,18.18,20,10,13,76.92,6,1,27,6,0,53,40,57.05
739,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27.0,31,0.03,0.07,0,0,1,1616,1371,84.84,0,11,3,27.27,40,9,11,81.82,10,1,46,30,0,74,30,71.18
740,Bryan Djile Nokoué,CMR,DFMF,Saint-Étienne,Ligue 1,20.0,2,0.0,0.0,0,0,0,31,23,74.19,0,1,0,0.0,2,1,1,100.0,0,0,0,1,0,0,0,
741,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29.0,31,0.04,0.06,0,0,1,1426,1211,84.92,1,10,7,70.0,31,7,10,70.0,6,0,27,16,1,79,24,76.64
742,Ouparine Djoco,SEN,GK,Clermont Foot,Ligue 1,24.0,24,0.0,0.0,0,0,0,734,494,67.3,0,0,0,,0,0,0,,1,0,1,4,0,0,0,
743,Naïs Djouahra,FRA,FWMF,Real Sociedad,La Liga,22.0,7,0.0,0.0,0,0,0,99,71,71.72,0,11,0,0.0,2,3,9,33.33,0,0,3,4,0,2,1,66.4
744,Marko Dmitrovi?,SRB,GK,Sevilla,La Liga,30.0,6,0.0,0.0,0,0,0,224,187,83.48,0,0,0,,0,0,0,,0,0,0,1,0,0,0,
745,Lewis Dobbin,ENG,FWMF,Everton,Premier League,19.0,3,0.0,0.0,0,0,0,6,4,66.67,0,1,0,0.0,2,0,1,0.0,1,0,0,1,0,0,5,0.0
746,Matt Doherty,IRL,DF,Tottenham,Premier League,30.0,15,0.21,0.13,0,0,2,540,441,81.67,4,20,4,20.0,12,6,9,66.67,0,0,14,4,0,17,9,65.3
747,Jeremy Doku,BEL,FWMF,Rennes,Ligue 1,20.0,14,0.19,0.2,0,0,1,165,121,73.33,2,18,2,11.11,4,29,45,64.44,2,0,9,18,0,3,8,27.36
748,Kasper Dolberg,DEN,FW,Nice,Ligue 1,24.0,26,0.36,0.1,2,2,6,242,174,71.9,2,3,1,33.33,10,12,21,57.14,0,0,34,28,0,25,33,43.14
749,Jaume Doménech,ESP,GK,Valencia,La Liga,31.0,4,0.0,0.0,0,0,0,107,66,61.68,0,0,0,,0,0,0,,1,0,0,0,0,0,0,
750,Brandon Domingues,FRA,MFFW,Troyes,Ligue 1,21.0,11,0.38,0.25,0,0,1,91,68,74.73,0,7,2,28.57,2,1,4,25.0,0,0,4,9,0,0,2,0.0
751,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21.0,8,0.0,0.0,0,0,0,167,131,78.44,0,0,0,,5,1,2,50.0,1,0,3,5,0,12,6,66.67
752,Mario Dominguez,ESP,FW,Valencia,La Liga,18.0,2,0.0,0.0,0,0,0,3,2,66.67,0,0,0,,0,0,0,,0,0,1,0,0,1,2,33.3
753,Nicolás Domínguez,ARG,MF,Bologna,Serie A,23.0,28,0.0,0.0,0,0,0,1196,981,82.02,3,9,3,33.33,48,11,23,47.83,8,0,32,43,0,36,34,51.44
754,John Donald,ESP,DF,Elche,La Liga,21.0,2,0.0,0.0,0,0,0,89,78,87.64,0,0,0,,6,0,0,,0,0,1,0,0,2,5,28.57
755,Lee Dongjun,KOR,MF,Hertha BSC,Bundesliga,25.0,4,0.0,0.0,0,0,0,18,13,72.22,0,2,0,0.0,1,2,10,20.0,0,0,2,3,0,0,1,0.0
756,Anastasios Donis,GRE,FWMF,Reims,Ligue 1,25.0,13,0.0,0.0,0,0,0,93,51,54.84,0,18,0,0.0,7,7,16,43.75,0,1,9,3,0,2,7,22.27
757,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23.0,17,0.0,0.0,0,0,0,468,427,91.24,0,0,0,,0,1,1,100.0,3,0,0,2,0,0,0,
758,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24.0,30,0.04,0.08,0,0,1,1100,917,83.36,0,2,2,100.0,54,25,36,69.44,8,0,64,58,0,21,16,56.64
759,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,24.0,35,0.15,0.17,0,0,5,2005,1797,89.63,0,4,0,0.0,37,3,3,100.0,8,1,24,43,0,68,38,64.1
760,Jodel Dossou,BEN,FW,Clermont Foot,Ligue 1,30.0,35,0.13,0.06,0,0,3,573,415,72.43,1,49,12,24.49,23,42,77,54.55,4,0,28,43,0,7,19,26.72
761,Lucas Douath,FRA,MF,Saint-Étienne,Ligue 1,18.0,31,0.05,0.08,0,0,1,864,766,88.66,0,8,1,12.5,37,18,30,60.0,7,0,40,28,0,18,21,46.15
762,Lohann Doucet,FRA,MF,Nantes,Ligue 1,19.0,2,0.0,0.0,0,0,0,6,4,66.67,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0.0
763,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29.0,30,0.07,0.06,0,0,2,1094,877,80.16,4,8,1,12.5,45,19,39,48.72,6,0,54,20,0,44,52,45.88
764,Cheick Doucouré,MLI,MF,Lens,Ligue 1,22.0,34,0.03,0.03,0,0,1,1941,1702,87.69,4,3,0,0.0,67,26,37,70.27,7,1,47,29,0,22,24,47.86
765,Fodé Doucouré,MLI,DF,Reims,Ligue 1,21.0,3,0.0,0.0,0,0,0,81,57,70.37,0,3,0,0.0,6,2,2,100.0,0,0,1,1,0,1,4,20.07
766,Ismaël Doukouré,FRA,DF,Strasbourg,Ligue 1,18.0,1,0.0,0.0,0,0,0,3,1,33.33,0,0,0,,0,0,0,,0,0,0,0,0,2,3,40.0
767,Kamory Doumbia,FRA,MFFW,Reims,Ligue 1,19.0,8,0.51,0.5,0,0,2,169,138,81.66,1,3,2,66.67,7,4,9,44.44,1,0,2,5,0,4,5,44.59
768,Moussa Doumbia,MLI,FW,Reims,Ligue 1,27.0,4,0.0,0.0,0,1,0,34,26,76.47,0,1,0,0.0,0,0,1,0.0,0,0,0,4,0,0,4,0.0
769,Souleyman Doumbia,CIV,DF,Angers,Ligue 1,25.0,27,0.0,0.0,0,0,0,1100,912,82.91,1,44,12,27.27,23,48,82,58.54,10,1,22,27,0,17,16,51.49
770,Kieran Dowell,ENG,FWMF,Norwich City,Premier League,24.0,19,0.1,0.13,0,0,1,344,236,68.6,1,20,6,30.0,7,4,9,44.44,0,0,26,4,0,13,28,31.77
771,Bart?omiej Dr?gowski,POL,GK,Fiorentina,Serie A,24.0,7,0.0,0.0,0,0,0,343,270,78.72,0,0,0,,0,0,0,,0,1,0,1,0,0,0,
772,Radu Dr?gu?in,ROU,DF,Salernitana,Serie A,20.0,7,0.0,0.0,0,0,0,159,131,82.39,0,0,0,,4,0,0,,1,0,3,5,0,7,11,38.92
773,Radu Dr?gu?in,ROU,DF,Sampdoria,Serie A,20.0,13,0.0,0.0,0,0,0,258,178,68.99,0,3,1,33.33,2,0,0,,1,0,9,5,0,17,8,67.96
774,Cody Drameh,ENG,DF,Leeds United,Premier League,20.0,3,0.0,0.0,0,0,0,78,61,78.21,0,2,1,50.0,3,2,4,50.0,1,0,2,0,0,0,2,0.0
775,Julian Draxler,GER,FWMF,Paris S-G,Ligue 1,28.0,18,0.33,0.22,0,0,2,301,275,91.36,1,4,1,25.0,4,11,17,64.71,0,0,5,1,0,2,4,33.33
776,Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,33.0,16,0.0,0.0,0,0,0,421,270,64.13,0,0,0,,0,0,0,,0,0,0,2,0,0,0,
777,Domingos Duarte,POR,DF,Granada,La Liga,27.0,21,0.05,0.17,0,0,1,703,549,78.09,0,0,0,,9,1,3,33.33,7,1,29,16,0,48,26,64.9
778,Óscar Duarte,CRC,DF,Levante,La Liga,32.0,23,0.1,0.1,0,0,2,961,810,84.29,0,0,0,,14,1,2,50.0,5,0,32,5,0,87,40,68.53
779,Rubén Duarte,ESP,DF,Alavés,La Liga,26.0,34,0.0,0.0,0,0,0,1348,914,67.8,4,77,15,19.48,40,3,6,50.0,12,1,48,44,0,68,43,61.26
780,Leo Dubois,FRA,DF,Lyon,Ligue 1,27.0,23,0.0,0.0,0,0,0,1355,1136,83.84,0,58,10,17.24,37,10,22,45.45,5,0,19,15,0,18,23,43.87
781,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33.0,26,0.0,0.0,0,0,0,845,536,63.43,0,0,0,,0,0,0,,1,0,0,6,0,0,0,
782,Ondrej Duda,SVK,MF,Köln,Bundesliga,27.0,31,0.11,0.05,0,0,2,680,507,74.56,0,13,4,30.77,18,40,61,65.57,5,0,42,36,0,25,37,40.35
783,Jeremy Dudziak,TUN,MFFW,Greuther Fürth,Bundesliga,26.0,22,0.16,0.13,0,0,2,329,222,67.48,0,23,5,21.74,13,16,35,45.71,1,0,14,27,0,16,21,43.2
784,Shane Duffy,IRL,DF,Brighton,Premier League,30.0,18,0.06,0.05,0,0,1,1004,892,88.84,0,0,0,,9,2,2,100.0,7,0,20,7,0,81,23,77.85
785,Unai Dufur,ESP,DF,Osasuna,La Liga,23.0,1,0.0,0.0,0,0,0,50,37,74.0,0,0,0,,1,0,0,,0,0,1,0,0,5,2,71.43
786,Denzel Dumfries,NED,DF,Inter,Serie A,26.0,33,0.22,0.13,0,0,5,865,649,75.03,4,52,9,17.31,25,16,31,51.61,3,0,33,42,0,59,41,59.01
787,Paul Dummett,WAL,DF,Newcastle Utd,Premier League,30.0,3,0.0,0.0,0,0,0,68,51,75.0,0,3,0,0.0,4,0,0,,2,0,4,3,0,3,3,50.0
788,Alfred Duncan,GHA,MF,Fiorentina,Serie A,29.0,33,0.09,0.18,0,0,2,948,749,79.01,2,29,6,20.69,23,12,18,66.67,3,0,27,13,0,15,18,45.45
789,Lewis Dunk,ENG,DF,Brighton,Premier League,30.0,29,0.03,0.05,0,0,1,1881,1675,89.05,0,6,1,16.67,11,5,6,83.33,3,1,8,6,0,91,44,67.37
790,Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,30.0,7,0.0,0.0,0,0,0,272,189,69.49,1,13,0,0.0,6,0,1,0.0,1,0,3,7,0,4,10,28.41
791,Hugo Duro,ESP,FWMF,Valencia,La Liga,22.0,30,0.34,0.23,0,0,7,391,281,71.87,1,8,0,0.0,20,13,24,54.17,3,1,32,47,0,48,86,35.77
792,Hugo Duro,ESP,DFMF,Getafe,La Liga,22.0,1,0.0,0.0,0,0,0,5,4,80.0,0,0,0,,0,0,0,,0,0,1,1,0,1,1,50.0
793,Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,24.0,37,0.03,0.07,0,0,1,1791,1350,75.38,3,60,17,28.33,44,24,43,55.81,1,0,38,33,1,43,35,55.13
794,Paulo Dybala,ARG,FWMF,Juventus,Serie A,28.0,29,0.44,0.09,1,2,10,1129,916,81.13,5,33,7,21.21,15,34,62,54.84,3,0,20,54,0,4,25,13.49
795,Edin D?eko,BIH,FW,Inter,Serie A,36.0,36,0.47,0.15,0,0,13,815,579,71.04,6,37,8,21.62,18,19,39,48.72,2,0,28,44,0,95,80,54.3
796,Enzo Ebosse,CMR,DF,Angers,Ligue 1,23.0,27,0.0,0.0,0,0,0,1079,916,84.89,0,11,3,27.27,14,10,15,66.67,1,0,16,20,0,25,26,48.97
797,Tyronne Ebuehi,NGA,DF,Venezia,Serie A,26.0,19,0.0,0.0,0,0,0,510,398,78.04,0,20,5,25.0,15,10,15,66.67,1,1,23,8,0,16,18,47.04
798,Éderson,BRA,MF,Salernitana,Serie A,22.0,15,0.16,0.09,0,0,2,372,305,81.99,1,6,0,0.0,23,19,40,47.5,5,0,19,39,0,12,21,36.29
799,Ederson,BRA,GK,Manchester City,Premier League,28.0,37,0.0,0.0,0,0,0,1088,977,89.8,0,0,0,,0,0,0,,3,0,1,7,0,0,0,
800,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24.0,28,0.34,0.13,1,1,6,434,315,72.58,3,8,1,12.5,13,23,56,41.07,4,0,28,11,0,46,64,41.77
801,CJ Egan-Riley,ENG,DF,Manchester City,Premier League,19.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
802,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25.0,31,0.04,0.04,0,0,1,931,707,75.94,2,11,4,36.36,29,6,14,42.86,2,0,36,30,0,66,59,52.73
803,Lilian Egloff,GER,FWMF,Stuttgart,Bundesliga,19.0,4,0.0,0.0,0,0,0,10,7,70.0,0,0,0,,1,0,0,,0,0,2,0,0,1,2,33.3
804,Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27.0,16,0.0,0.0,0,0,0,368,254,69.02,1,16,7,43.75,14,9,16,56.25,2,0,15,19,0,16,6,72.76
805,Julian Eitschberger,GER,DF,Hertha BSC,Bundesliga,18.0,1,0.0,0.0,0,0,0,31,22,70.97,0,1,0,0.0,0,0,0,,0,0,0,2,0,1,0,100.0
806,Albin Ekdal,SWE,MF,Sampdoria,Serie A,32.0,26,0.05,0.07,0,0,1,720,582,80.83,0,1,0,0.0,27,14,20,70.0,11,1,39,41,0,28,19,59.69
807,Hugo Ekitike,FRA,FW,Reims,Ligue 1,19.0,24,0.71,0.31,1,2,10,406,289,71.18,3,10,2,20.0,13,30,50,60.0,1,1,19,33,0,31,38,44.9
808,Jurgen Ekkelenkamp,NED,MFFW,Hertha BSC,Bundesliga,22.0,21,0.38,0.21,0,0,3,239,162,67.78,0,4,0,0.0,5,7,17,41.18,1,0,11,5,0,9,22,29.12
809,Caleb Ekuban,GHA,FWMF,Genoa,Serie A,28.0,30,0.05,0.03,0,0,1,433,301,69.52,2,11,1,9.09,14,23,45,51.11,2,0,26,34,0,40,64,38.42
810,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20.0,21,0.15,0.1,0,0,2,441,345,78.23,2,16,3,18.75,17,15,39,38.46,0,0,11,24,0,27,25,51.95
811,Alberth Elis,HON,FWMF,Bordeaux,Ligue 1,26.0,20,0.57,0.3,0,1,9,321,199,61.99,1,31,4,12.9,15,21,48,43.75,2,0,23,23,0,28,48,36.78
812,Harvey Elliott,ENG,MF,Liverpool,Premier League,19.0,6,0.0,0.0,0,0,0,252,213,84.52,0,7,2,28.57,1,2,7,28.57,0,0,2,7,0,1,4,19.85
813,Elif Elmas,MKD,FWMF,Napoli,Serie A,22.0,37,0.17,0.09,0,0,3,824,715,86.77,4,8,2,25.0,12,25,34,73.53,3,0,28,30,0,8,25,24.04
